city_ascii,lat,lng,country,capital,population
Prague,50.0875,14.4214,Czechia,primary,1384732
Wenling,28.3667,121.3667,China,,1366794
Copenhagen,55.6805,12.5615,Denmark,primary,1366301
Najafgarh,28.6125,76.9847,India,,1365152
Lianjiang,21.7333,110.2833,China,,1363470
Helsinki,60.1708,24.9375,Finland,primary,1360075
Samsun,41.2903,36.3336,Turkey,admin,1356079
Milan,45.4669,9.19,Italy,admin,1354196
Antalya,36.8874,30.7075,Turkey,admin,1344000
Santiago,19.4572,-70.6889,Dominican Republic,admin,1343423
Chizhou,30.6654,117.4916,China,minor,1342764
Makassar,-5.1331,119.4136,Indonesia,admin,1338663
Porto Alegre,-30.0328,-51.23,Brazil,admin,1332845
Huangshan,29.7149,118.3376,China,minor,1330565
Gaozhou,21.9244,110.8422,China,minor,1328657
Barranquilla,10.9833,-74.8019,Colombia,admin,1326588
Al Basrah,30.515,47.81,Iraq,admin,1326564
Benxi,41.3039,123.7649,China,,1326018
Saitama,35.8614,139.6456,Japan,admin,1325843
Ahvaz,31.3047,48.6783,Iran,admin,1325000
Guarulhos,-23.4667,-46.5333,Brazil,minor,1324781
Leizhou,20.9143,110.0967,China,minor,1321091
Juarez,31.745,-106.485,Mexico,minor,1321004
Mandalay,21.9831,96.0844,Burma,admin,1319452
Yangquan,37.8571,113.5804,China,minor,1318505
Fuqing,25.7167,119.3833,China,minor,1316000
Xintai,35.909,117.768,China,,1315942
Wusong,30.945,117.811,China,minor,1311726
Tongling,30.9456,117.8114,China,,1311726
Calgary,51.05,-114.0667,Canada,,1306784
Meerut,28.98,77.71,India,,1305429
Jacksonville,30.3322,-81.6749,United States,,1303156
Kuaidamao,41.7283,125.9397,China,minor,1302778
Huazhou,21.664,110.6396,China,,1291668
Milwaukee,43.0642,-87.9675,United States,,1290221
Wuzhong,37.9978,106.1986,China,minor,1284000
Belem,-1.4558,-48.5039,Brazil,admin,1280614
Cacuaco,-8.8053,13.2444,Angola,,1279488
Rosario,-32.9575,-60.6394,Argentina,minor,1276000
Tangier,35.7767,-5.8039,Morocco,admin,1275428
Antananarivo,-18.91,47.525,Madagascar,primary,1275207
Canagatan,18,121.8,Philippines,,1273219
Soweto,-26.2678,27.8585,South Africa,,1271628
Providence,41.823,-71.4187,United States,admin,1270529
Xiantao,30.328,113.443,China,,1268715
Jabalpur,23.1667,79.9333,India,,1267564
Huaiyin,33.5819,119.028,China,,1264000
Yutan,28.278,112.552,China,minor,1263332
Kazan,55.7964,49.1089,Russia,admin,1259173
Bagam,1.13,104.0531,Indonesia,,1256610
Dayan,26.8552,100.2259,China,,1253878
Comayaguela,14.098,-87.21,Honduras,,1250000
Brussels,50.8467,4.3525,Belgium,primary,1249597
Laiwu,36.1833,117.6667,China,,1248636
Huazhou,32.688,112.087,China,minor,1247807
Sharjah,25.3575,55.3908,United Arab Emirates,admin,1247749
Kalyan,19.24,73.13,India,,1246381
Rucheng,32.246,120.591,China,minor,1241700
Barquisimeto,10.0636,-69.3347,Venezuela,admin,1240714
Yongcheng,33.9299,116.45,China,,1240382
Sumedang,-6.84,107.9208,Indonesia,,1240000
Can Tho,10.0333,105.7833,Vietnam,admin,1237300
Suwon,37.2667,127.0167,"Korea, South",admin,1234300
Yiwu,29.3069,120.0753,China,minor,1234015
Vasai-Virar,19.47,72.8,India,,1221233
Campinas,-22.9009,-47.0573,Brazil,minor,1213792
Dadukou,26.5824,101.7184,China,minor,1212203
Lingcheng,22.708,110.354,China,,1211637
Shuangyashan,46.6762,131.1416,China,minor,1208803
Nizhniy Novgorod,56.3269,44.0075,Russia,admin,1204985
Panipat,29.3875,76.97,India,,1202811
Qom,34.64,50.8764,Iran,admin,1201158
Mombasa,-4.05,39.6667,Kenya,admin,1200000
Hargeysa,9.56,44.065,Somalia,admin,1200000
Baidoa,3.1167,43.65,Somalia,admin,1200000
Varanasi,25.3189,83.0128,India,,1198491
Hiroshima,34.3914,132.4519,Japan,admin,1198021
Chiang Mai,18.7953,98.9986,Thailand,admin,1198000
Belgrade,44.8178,20.4569,Serbia,primary,1197714
Maiduguri,11.8372,13.1542,Nigeria,admin,1197497
Kalleli,9.2807,76.8697,India,,1197412
Batam Centre,1.1272,104.0556,Indonesia,,1196396
Pingdu,36.7769,119.9884,China,,1191348
Rongcheng,26.218,104.103,China,,1189813
Mbandaka,0.0478,18.2558,Congo (Kinshasa),admin,1187837
Xinyu,27.8186,114.9167,China,minor,1186700
Doha,25.2867,51.5333,Qatar,primary,1186023
Shymkent,42.3167,69.5958,Kazakhstan,admin,1184113
Tripoli,32.8872,13.1914,Libya,primary,1183000
Srinagar,34.09,74.79,India,admin,1180570
Nashville,36.1715,-86.7842,United States,admin,1178679
Chelyabinsk,55.1547,61.3758,Russia,admin,1177058
Aurangabad,19.88,75.32,India,,1175116
Cilacap,-7.7167,109.017,Indonesia,minor,1174964
Xinhualu,34.3964,113.7402,China,minor,1172237
Salt Lake City,40.7776,-111.9311,United States,admin,1169033
Guankou,28.1637,113.6433,China,minor,1168056
Bandar Lampung,-5.45,105.2667,Indonesia,admin,1166761
Dhanbad,23.7998,86.4305,India,,1162472
Nay Pyi Taw,19.7475,96.115,Burma,primary,1160242
Aba,5.1167,7.3667,Nigeria,minor,1160000
Jingling,30.664,113.167,China,,1158640
Zhuji,29.7167,120.2333,China,minor,1157938
Tegucigalpa,14.1057,-87.204,Honduras,primary,1157509
Kigali,-1.9536,30.0606,Rwanda,primary,1156663
Samara,53.2028,50.1408,Russia,admin,1156659
Yingtan,28.2721,117.0395,China,,1154223
Edmonton,53.5344,-113.4903,Canada,admin,1151635
Raleigh,35.8324,-78.6429,United States,admin,1150010
Bishkek,42.8667,74.5667,Kyrgyzstan,primary,1145044
Bujumbura,-3.3833,29.3667,Burundi,primary,1143202
Guyuan,36.01,106.257,China,,1142142
Leiyang,26.4223,112.8598,China,minor,1140675
Krasnodar,45.0333,38.9667,Russia,admin,1138654
Rostov,47.2225,39.71,Russia,admin,1135968
Maputo,-25.9153,32.5764,Mozambique,primary,1133200
Bukavu,-2.5061,28.8608,Congo (Kinshasa),admin,1133000
Amritsar,31.64,74.86,India,,1132383
Shagamu,6.8333,3.65,Nigeria,minor,1132270
Aligarh,27.88,78.08,India,,1131160
Zhangye,38.9248,100.4499,China,minor,1131016
Ufa,54.7261,55.9475,Russia,admin,1128787
Santo Domingo,18.4764,-69.8933,Dominican Republic,primary,1128678
Ulsan,35.55,129.3167,"Korea, South",admin,1127553
Rongcheng,29.8402,112.9048,China,minor,1120822
Tbilisi,41.7225,44.7925,Georgia,primary,1118035
Guwahati,26.1722,91.7458,India,,1116267
Fes,34.0433,-5.0033,Morocco,admin,1112072
Yingchuan,34.142,113.489,China,minor,1109782
Ninh Binh,20.25,105.8333,Vietnam,admin,1106913
Yerevan,40.1814,44.5144,Armenia,primary,1106300
Mwanza,-2.5167,32.9,Tanzania,admin,1104521
Omsk,54.9833,73.3667,Russia,admin,1104485
Mexicali,32.6633,-115.4678,Mexico,admin,1102342
Sevilla,37.39,-5.99,Spain,admin,1100000
Ikare,7.5167,5.75,Nigeria,minor,1099931
Dingzhou,38.516,114.99,China,minor,1095986
Tamale,9.4075,-0.8533,Ghana,admin,1095808
Yuyao,30.05,121.15,China,,1095000
Goiania,-16.6806,-49.2564,Brazil,admin,1093007
Krasnoyarsk,56.0089,92.8719,Russia,admin,1092851
Cologne,50.9364,6.9528,Germany,,1087353
Ubungo,-6.7889,39.2056,Tanzania,,1086912
Yicheng,31.36,119.815,China,minor,1082929
Richmond,37.5295,-77.4756,United States,admin,1081248
Kisangani,0.5167,25.2,Congo (Kinshasa),admin,1081000
Ezhou,30.3914,114.8949,China,minor,1079353
Astana,51.1472,71.4222,Kazakhstan,primary,1078362
Zhufeng,36,119.4167,China,,1078178
Nezahualcoyotl,19.4081,-99.0186,Mexico,minor,1077208
Nouakchott,18.0858,-15.9785,Mauritania,primary,1077169
Haora,22.58,88.3294,India,,1077075
Tongjin,37.2333,127.2,"Korea, South",,1076369
Ranchi,23.36,85.33,India,admin,1073440
Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico,,1072676
Gwalior,26.2125,78.1775,India,,1069276
Ottawa,45.4247,-75.695,Canada,primary,1068821
Haicheng,40.8824,122.6852,China,minor,1067905
Jianguang,28.1958,115.7833,China,,1065641
Goyang,37.65,126.8,"Korea, South",minor,1061929
Sendai,38.2682,140.8694,Japan,admin,1061177
Xibeijie,39.7334,98.4943,China,minor,1055706
Chandigarh,30.75,76.78,India,admin,1055450
Voronezh,51.6717,39.2106,Russia,admin,1051995
Managua,12.1364,-86.2514,Nicaragua,primary,1051236
Zhongwei,37.5002,105.1968,China,minor,1046000
Jiancheng,30.38,104.53,China,minor,1045900
Mersin,36.8,34.6333,Turkey,admin,1040507
Shouguang,36.857,118.791,China,,1039205
Liangshi,27.26,111.7442,China,,1038416
Sao Luis,-2.53,-44.3028,Brazil,admin,1037775
Jodhpur,26.28,73.02,India,,1033918
Memphis,35.1087,-89.9663,United States,,1033394
Matola,-25.9667,32.4667,Mozambique,,1032197
Ogbomoso,8.1333,4.25,Nigeria,minor,1032000
Sanya,18.2533,109.5036,China,minor,1031396
Rangapukur,25.5206,89.2147,Bangladesh,,1031388
Ashgabat,37.9375,58.38,Turkmenistan,primary,1030063
Enugu,6.5,7.5,Nigeria,admin,1029400
Linhai,28.85,121.1167,China,,1028813
Perm,58,56.3167,Russia,admin,1026908
Shubra al Khaymah,30.1286,31.2422,Egypt,,1025569
Monrovia,6.3133,-10.8014,Liberia,primary,1021762
Islamabad,33.6931,73.0639,Pakistan,primary,1014825
Xinyi,22.3549,110.9468,China,,1013900
Thu Duc,10.8266,106.7609,Vietnam,minor,1013795
Aqchah,36.9114,66.1858,Afghanistan,minor,1012000
Odesa,46.492,30.7081,Ukraine,admin,1010537
Raipur,21.2444,81.6306,India,admin,1010087
Namangan,41.0011,71.6683,Uzbekistan,admin,1010000
Changwon,35.2708,128.6631,"Korea, South",admin,1009998
Arequipa,-16.3989,-71.5369,Peru,admin,1008290
Tshikapa,-6.4167,20.8,Congo (Kinshasa),admin,1006387
Volgograd,48.7086,44.5147,Russia,admin,1004763
Morelia,19.7683,-101.1894,Mexico,admin,1002461
Kota,25.18,75.83,India,,1001694
Quetta,30.1833,67,Pakistan,admin,1001205
Oklahoma City,35.4676,-97.5136,United States,admin,1000207
Domaa-Ahenkro,7.2739,-2.8735,Ghana,,1000000
Bareilly,28.3667,79.4306,India,,1000000
Liaoyuan,42.888,125.1447,China,minor,996903
Stockholm,59.3275,18.0547,Sweden,primary,995574
Bordeaux,44.84,-0.58,France,admin,994920
Taixing,32.159,120.029,China,minor,990200
Lilongwe,-13.9669,33.7873,Malawi,primary,989318
Port-au-Prince,18.5425,-72.3386,Haiti,primary,987310
Esenyurt,41.0342,28.68,Turkey,,983571
Pekanbaru,0.5092,101.4453,Indonesia,admin,983356
Bogor,-6.5966,106.7972,Indonesia,,982469
Ciudad Guayana,8.3667,-62.65,Venezuela,minor,978202
Chiba,35.6073,140.1064,Japan,admin,975014
Kirkuk,35.4667,44.4,Iraq,admin,975000
Shuizhai,33.4658,114.8753,China,,973197
Qianxi,27.0087,106.0323,China,,970700
Hartford,41.7661,-72.6834,United States,admin,969171
Dnipro,48.4675,35.04,Ukraine,admin,968502
Baishan,41.944,126.4147,China,minor,968373
Narayanganj,23.6167,90.5,Bangladesh,,967951
Gqeberha,-33.9581,25.6,South Africa,,967677
Huilong,31.87,121.703,China,minor,967313
Malaga,36.7194,-4.42,Spain,minor,967250
Marrakech,31.63,-8.0089,Morocco,admin,966987
Louisville,38.1663,-85.6485,United States,,965005
Cebu City,10.32,123.75,Philippines,admin,964169
Asmara,15.3358,38.9411,Eritrea,primary,963000
Coimbatore,11.0008,76.9633,India,,959823
Maceio,-9.6658,-35.735,Brazil,admin,957916
Nada,19.5209,109.5808,China,minor,954259
Fangchenggang,21.6867,108.3547,China,minor,953300
Solapur,17.68,75.92,India,,951558
Freetown,8.4833,-13.2331,Sierra Leone,primary,951000
Kaiyuan,36.0193,113.86,China,minor,950939
Buffalo,42.9018,-78.8487,United States,,949547
Santo Domingo Este,18.4855,-69.8734,Dominican Republic,admin,948855
Vientiane,17.98,102.63,Laos,primary,948487
Kermanshah,34.3369,47.0911,Iran,admin,946651
Kibanseke Premiere,-4.4419,15.395,Congo (Kinshasa),,946372
Seberang Jaya,5.3909,100.4104,Malaysia,,946092
Sale,34.0333,-6.8,Morocco,,945101
Hubli,15.3502,75.1376,India,,943788
El Alto,-16.5047,-68.1633,Bolivia,,943000
Cankaya,39.9244,32.8856,Turkey,minor,942553
Hwasu-dong,37.1997,126.8314,"Korea, South",,941489
Yingcheng,24.21,113.401,China,minor,941325
Fort Worth,32.7817,-97.3474,United States,,941311
Setagaya,35.6466,139.6532,Japan,,940071
Kecioren,40,32.8667,Turkey,minor,939279
Luocheng,22.7689,111.5697,China,minor,936931
Jerusalem,31.7789,35.2256,Israel,primary,936425
Khartoum North,15.6333,32.6333,Sudan,,936349
Meishan,34.167,112.844,China,minor,936000
Mushin,6.5333,3.35,Nigeria,minor,935400
Trujillo,-8.112,-79.0288,Peru,admin,935147
Kitakyushu,33.8833,130.8833,Japan,,935084
Aguascalientes,21.876,-102.296,Mexico,admin,934424
Khulna,22.8167,89.55,Bangladesh,admin,928891
Chihuahua,28.6369,-106.0769,Mexico,admin,925762
Bridgeport,41.1918,-73.1954,United States,,921660
Xin'an,34.286,118.355,China,,920628
Mysore,12.3086,76.6531,India,,920550
Kashgar,39.4681,75.9938,China,minor,920000
Songnam,37.4333,127.15,"Korea, South",,918771
New Orleans,30.0687,-89.9288,United States,,918752
Trichinopoly,10.7903,78.7047,India,,916857
Cartagena,10.4,-75.5,Colombia,admin,914552
Qingzhou,36.6853,118.4796,China,,914047
Naples,40.8358,14.2486,Italy,admin,913462
Santiago del Estero,-27.7833,-64.2667,Argentina,admin,911506
Naucalpan de Juarez,19.4753,-99.2378,Mexico,minor,910407
Masbate,12.27,123.58,Philippines,admin,908920
Owerri,5.485,7.035,Nigeria,admin,908109
Taishan,22.252,112.794,China,,907744
Jiaozhou,36.2647,120.0334,China,,907500
Wuchuan,21.441,110.779,China,,907354
Wafangdian,39.6271,121.9796,China,,905082
La Plata,-34.9211,-57.9544,Argentina,admin,904789
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,admin,903887
Ad Dammam,26.4333,50.1,Saudi Arabia,admin,903312
Hanchuan,30.6667,113.8333,China,,903296
Quzhou,28.9702,118.8593,China,,902767
Donetsk,48.0028,37.8053,Ukraine,admin,901645
Ashmun,30.2974,30.9764,Egypt,,901191
Bunia,1.5667,30.25,Congo (Kinshasa),admin,900666
Wuchang,44.924,127.158,China,minor,897705
Sao Goncalo,-22.8269,-43.0539,Brazil,minor,896744
Hengzhou,22.6799,109.2614,China,minor,896099
Feicheng,36.1861,116.7719,China,,894115
Bucaramanga,7.1333,-73,Colombia,admin,893040
Cazenga,-8.8214,13.2911,Angola,,892401
Merida,20.9667,-89.6167,Mexico,admin,892363
Hegang,47.3501,130.298,China,minor,891271
Osmangazi,40.1983,29.06,Turkey,minor,891250
Moradabad,28.8319,78.7764,India,,889810
Bangui,4.3733,18.5628,Central African Republic,primary,889231
Abeokuta,7.1608,3.3483,Nigeria,admin,888924
Cancun,21.1606,-86.8475,Mexico,minor,888797
Zaoyang,32.129,112.772,China,,888794
Dongtai,32.795,120.519,China,minor,888410
Antipolo,14.5842,121.1763,Philippines,admin,887399
Taguig City,14.52,121.05,Philippines,admin,886722
Tabuk,28.3972,36.5789,Saudi Arabia,admin,886036
Xishan,27.6461,113.497,China,minor,885987
Zhoushan,29.9856,122.2074,China,minor,882932
Panama City,8.9711,-79.5347,Panama,primary,880691
Tucson,32.1541,-110.8787,United States,,879871
Yichun,47.728,128.841,China,minor,878881
As Sulaymaniyah,35.55,45.4333,Iraq,admin,878146
Klang,3.0223,101.5481,Malaysia,,878000
Tiruppur,11.1085,77.3411,India,,877778
Marseille,43.2964,5.37,France,admin,877215
Gurgaon,28.456,77.029,India,,876824
Yangchun,22.1704,111.7916,China,,875896
Ar Ramadi,33.4258,43.2992,Iraq,admin,874543
Hai'an,32.535,120.563,China,minor,874334
Jalandhar,31.326,75.5762,India,,873725
Daye,30.0961,114.9804,China,,871214
Zhongxiang,31.168,112.588,China,,868897
Gaomi,36.3833,119.75,China,,868715
Teresina,-5.0903,-42.8167,Brazil,admin,868075
Lhasa,29.6534,91.1719,China,admin,867891
Ipoh,4.6,101.065,Malaysia,admin,866772
Saltillo,25.4231,-100.9919,Mexico,admin,864431
Aden,12.8,45.0333,Yemen,admin,863000
El Paso,31.8476,-106.43,United States,,862494
Gongzhuling,43.5053,124.8224,China,minor,862313
Lianyuan,27.692,111.664,China,minor,862099
Ikeja,6.6,3.35,Nigeria,admin,861300
Tyumen,57.15,65.5333,Russia,admin,861100
Cochabamba,-17.3883,-66.1597,Bolivia,admin,856198
Portsmouth,50.8058,-1.0872,United Kingdom,,855679
Southampton,50.9025,-1.4042,United Kingdom,,855569
Hermosillo,29.0989,-110.9542,Mexico,admin,855563
Cheongju,36.6333,127.4833,"Korea, South",admin,852018
Shache,38.4261,77.25,China,,851374
Thanh Hoa,19.8075,105.7764,Vietnam,admin,850000
Macheng,31.173,115.008,China,,849090
Akure,7.25,5.195,Nigeria,admin,847903
Ilorin,8.5,4.55,Nigeria,admin,847582
Erbil,36.1911,44.0094,Iraq,admin,846000
Kathmandu,27.71,85.32,Nepal,primary,845767
Turin,45.0792,7.6761,Italy,admin,841600
Anqiu,36.478,119.219,China,,840553
Yuci,37.6823,112.7281,China,,840000
Dehui,44.535,125.703,China,,839786
Pietermaritzburg,-29.6167,30.3833,South Africa,admin,839327
Durban,-29.8833,31.05,South Africa,,838634
Saratov,51.53,46.035,Russia,admin,838042
Bhubaneshwar,20.27,85.84,India,admin,837737
Yushu,44.826,126.55,China,minor,836098
Joao Pessoa,-7.12,-34.88,Brazil,admin,833932
Samarinda,-0.5,117.1378,Indonesia,admin,831460
Omaha,41.2627,-96.0529,United States,,826161
Qingping,34.539,113.391,China,minor,826031
Rongjiawan,29.15,113.1024,China,minor,826000
Weichanglu,37.1792,119.9333,China,minor,824708
Sakai,34.5733,135.4831,Japan,,824408
Eskisehir,39.7767,30.5206,Turkey,admin,820568
Renqiu,38.686,116.084,China,minor,816401
Wutong,30.6333,120.5333,China,minor,815848
Barcelona,10.1403,-64.6833,Venezuela,admin,815141
Wu'an,36.697,114.204,China,minor,811631
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,minor,810729
McAllen,26.2252,-98.2467,United States,,810034
Narela,28.85,77.1,India,,809913
Bhayandar,19.29,72.85,India,,809378
Culiacan,24.8069,-107.3939,Mexico,admin,808416
N'Djamena,12.1053,15.0447,Chad,primary,807000
Xiashi,30.5333,120.6833,China,minor,806966
Cucuta,7.8942,-72.5039,Colombia,admin,806378
Danyang,32,119.586,China,,806300
Dongyang,29.2667,120.2167,China,minor,804398
Krakow,50.0614,19.9372,Poland,admin,804237
Oran,35.6969,-0.6331,Algeria,admin,803329
Pasig City,14.5605,121.0765,Philippines,admin,803159
Thessaloniki,40.6403,22.9356,Greece,admin,802572
Blantyre,-15.7861,35.0058,Malawi,admin,800264
Palermo,2.8917,-75.4375,Colombia,minor,800000
Qamdo,31.143,97.17,China,minor,798067
Karimnagar,18.4386,79.1288,India,,797447
Libreville,0.3901,9.4544,Gabon,primary,797003
Hejian,38.4466,116.0995,China,minor,795198
Seyhan,36.9831,35.3328,Turkey,minor,795012
Laiyang,36.9758,120.7136,China,,794986
Queretaro,20.5875,-100.3928,Mexico,admin,794789
Wuxi,26.58,111.841,China,minor,791939
Yiyang,26.4221,112.3999,China,minor,790676
Niigata,37.9161,139.0364,Japan,admin,790646
Vinh,18.6667,105.6667,Vietnam,admin,790000
Puxi,35.2125,114.735,China,minor,789300
Hempstead,40.6629,-73.6089,United States,,789177
Hamamatsu,34.7108,137.7275,Japan,,788211
Zijinglu,34.7667,112.9667,China,minor,785242
Kumila,35.25,73.5,Pakistan,,784711
Xingyi,25.092,104.8955,China,,783120
Xingcheng,24.1347,115.73,China,minor,779411
Birmingham,33.5279,-86.7971,United States,,778756
Ailan Mubage,43.908,81.2777,China,minor,778047
Lubango,-14.9167,13.5,Angola,admin,776249
Frankfurt,50.1106,8.6822,Germany,minor,775790
Homs,34.7319,36.7181,Syria,admin,775404
Bilbao,43.2569,-2.9236,Spain,minor,775000
San Luis Potosi,22.1511,-100.9761,Mexico,admin,772828
Bucheon,37.5,126.7833,"Korea, South",minor,772450
Fuyang,30.0553,119.95,China,minor,771000
Korla,41.7259,86.1746,China,minor,770000
Khujand,40.2833,69.6333,Tajikistan,admin,770000
Hamhung,39.9167,127.5333,"Korea, North",admin,768551
Erzurum,39.9086,41.2769,Turkey,admin,767848
Albuquerque,35.1054,-106.6465,United States,,767499
Zagreb,45.8131,15.9772,Croatia,primary,767131
Al `Ayn,24.2075,55.7447,United Arab Emirates,,766936
Dodoma,-6.1731,35.7419,Tanzania,primary,765179
Pikine,14.744,-17.4021,Senegal,,764597
Patiala,30.34,76.38,India,,763280
Bahawalpur,29.3956,71.6836,Pakistan,minor,762111
Qingnian,36.8494,115.7061,China,minor,760781
Sanhe,40.0167,117.0833,China,minor,760107
Kaduna,10.5167,7.4333,Nigeria,admin,760084
Winnipeg,49.8844,-97.1464,Canada,admin,758515
Baardheere,2.3447,42.2764,Somalia,,755500
Shishgarh,28.72,79.32,India,,753815
Leping,28.978,117.152,China,minor,753787
Colombo,6.9167,79.8333,Sri Lanka,primary,752993
Nerima,35.7356,139.6517,Japan,,752608
Natal,-5.795,-35.2089,Brazil,admin,751300
Lichuan,30.291,108.9364,China,,750670
Pendik,40.8747,29.235,Turkey,minor,750435
Gdansk,54.3475,18.6453,Poland,admin,749786
Licheng,31.4306,119.4788,China,minor,749522
Santo Andre,-23.6533,-46.528,Brazil,minor,748919
Andijon,40.7833,72.3333,Uzbekistan,admin,747800
Gaalkacyo,6.7697,47.4308,Somalia,admin,745000
Ota-ku,35.5614,139.7161,Japan,,744849
Thiruvananthapuram,8.5241,76.9366,India,admin,743691
Nampula,-15.1167,39.2667,Mozambique,admin,743000
Zhuanghe,39.681,122.967,China,,742496
Kyaukse,21.6131,96.1303,Burma,,741071
Tulsa,36.1283,-95.9042,United States,,740620
Chengguan,35.4623,113.8054,China,minor,740435
Bagcilar,41.0344,28.8564,Turkey,,740069
Bouake,7.6833,-5.0331,Côte d’Ivoire,admin,740000
Cabinda,-5.56,12.19,Angola,admin,739182
Kumamoto,32.8031,130.7078,Japan,admin,738385
Kerman,30.2625,57.0575,Iran,admin,738374
Lingbao Chengguanzhen,34.5176,110.8942,China,minor,736300
Orumiyeh,37.5439,45.0647,Iran,admin,736224
Quebec City,46.8139,-71.2081,Canada,admin,733156
Taihe,30.871,105.388,China,minor,732380
Yanggok,37.6333,127.2167,"Korea, South",,732376
Zhongba,31.771,104.755,China,minor,731343
Osogbo,7.7667,4.5667,Nigeria,admin,731000
Sizhan,38.9846,106.3828,China,,730400
Suohe,34.7833,113.35,China,minor,730135
Xiangxiang,27.7186,112.5502,China,,730103
Hamilton,43.2567,-79.8692,Canada,,729560
Songyang,34.4553,113.0253,China,minor,729332
Cagayan de Oro,8.48,124.65,Philippines,admin,728402
Qian'an,39.999,118.701,China,minor,728160
Shuangqiao,35.067,112.602,China,minor,727265
Chaohucun,31.6244,117.8902,China,,727162
Manama,26.2233,50.5875,Bahrain,primary,727000
